item_id,transaction_id,product_id,quantity,unit_price,subtotal
2372,1584,34,5,3,15
2373,1584,9,2,75,150
2374,1584,28,3,25,75
2375,1585,36,1,9,9
2376,1586,21,3,40,120
2377,1586,10,4,68,272
2378,1587,20,1,78,78
2379,1587,29,1,240,240
2380,1587,18,2,36,72
2381,1587,10,1,68,68
2382,1588,40,1,26,26
2383,1588,18,4,36,144
2384,1588,37,2,50,100
2385,1588,15,5,32,160
2386,1588,38,5,44,220
2387,1588,36,4,9,36
2388,1588,2,3,320,960
2389,1589,25,2,20,40
2390,1589,32,2,165,330
2391,1590,15,1,32,32
2392,1590,3,2,1550,3100
2393,1591,15,4,32,128
2394,1591,13,2,780,1560
2395,1591,14,3,40,120
2396,1591,5,4,22,88
2397,1592,28,5,25,125
2398,1592,26,4,50,200
2399,1593,21,1,40,40
2400,1593,26,4,50,200
2401,1593,37,4,50,200
2402,1593,35,1,72,72
2403,1593,34,2,3,6
2404,1593,3,2,1550,3100
2405,1594,3,2,1550,3100
2406,1594,36,4,9,36
2407,1594,25,3,20,60
2408,1594,34,3,3,9
2409,1594,4,4,55,220
2410,1594,13,1,780,780
2411,1595,19,4,30,120
2412,1595,40,4,26,104
2413,1595,4,1,55,55
2414,1595,34,5,3,15
2415,1596,12,5,15,75
2416,1597,26,4,50,200
2417,1597,27,1,45,45
2418,1598,30,4,115,460
2419,1598,38,1,44,44
2420,1599,21,1,40,40
2421,1599,11,4,9,36
2422,1599,8,3,27,81
2423,1600,34,5,3,15
2424,1601,11,2,9,18
2425,1601,25,2,20,40
2426,1601,36,2,9,18
2427,1601,3,1,1550,1550
2428,1601,22,1,48,48
2429,1602,20,2,78,156
2430,1602,29,1,240,240
2431,1602,19,1,30,30
2432,1602,12,5,15,75
2433,1603,17,4,42,168
2434,1603,1,2,260,520
2435,1603,30,2,115,230
2436,1603,32,5,165,825
2437,1603,37,4,50,200
2438,1603,35,4,72,288
2439,1603,39,4,14,56
2440,1604,6,3,58,174
2441,1604,39,5,14,70
2442,1604,1,5,260,1300
2443,1604,16,2,30,60
2444,1605,12,1,15,15
2445,1606,23,1,18,18
2446,1606,3,1,1550,1550
2447,1606,10,4,68,272
2448,1606,39,2,14,28
2449,1606,20,2,78,156
2450,1606,22,3,48,144
2451,1607,39,3,14,42
2452,1607,37,1,50,50
2453,1607,36,1,9,9
2454,1607,12,3,15,45
2455,1607,30,3,115,345
2456,1608,28,3,25,75
2457,1608,36,5,9,45
2458,1608,5,4,22,88
2459,1608,19,5,30,150
2460,1608,31,2,190,380
2461,1608,9,2,75,150
2462,1608,8,5,27,135
2463,1609,7,5,95,475
2464,1610,31,3,190,570
2465,1611,39,5,14,70
2466,1611,21,3,40,120
2467,1611,17,2,42,84
2468,1611,34,5,3,15
2469,1612,32,2,165,330
2470,1612,34,1,3,3
2471,1612,12,1,15,15
2472,1612,40,1,26,26
2473,1612,15,4,32,128
2474,1613,8,5,27,135
2475,1613,14,2,40,80
2476,1613,27,1,45,45
2477,1613,38,2,44,88
2478,1613,3,2,1550,3100
2479,1613,22,3,48,144
2480,1614,5,3,22,66
2481,1614,20,3,78,234
2482,1614,39,4,14,56
2483,1614,33,5,78,390
2484,1614,36,5,9,45
2485,1614,21,1,40,40
2486,1614,1,2,260,520
2487,1615,22,1,48,48
2488,1615,31,2,190,380
2489,1616,10,4,68,272
2490,1616,30,1,115,115
2491,1616,35,5,72,360
2492,1616,22,3,48,144
2493,1617,21,3,40,120
2494,1617,36,3,9,27
2495,1617,35,1,72,72
2496,1617,2,2,320,640
2497,1617,14,3,40,120
2498,1618,2,1,320,320
2499,1618,22,3,48,144
2500,1618,25,3,20,60
2501,1618,35,1,72,72
2502,1618,11,3,9,27
2503,1618,38,4,44,176
2504,1618,12,1,15,15
2505,1619,16,5,30,150
2506,1619,24,3,92,276
2507,1619,29,1,240,240
2508,1619,20,1,78,78
2509,1620,3,1,1550,1550
2510,1620,13,2,780,1560
2511,1620,6,5,58,290
2512,1621,13,2,780,1560
2513,1621,22,3,48,144
2514,1622,7,2,95,190
2515,1622,34,1,3,3
2516,1623,25,1,20,20
2517,1623,34,5,3,15
2518,1623,8,1,27,27
2519,1623,1,3,260,780
2520,1624,3,2,1550,3100
2521,1624,7,2,95,190
2522,1624,34,3,3,9
2523,1624,20,2,78,156
2524,1625,19,3,30,90
2525,1625,18,4,36,144
2526,1626,8,5,27,135
2527,1626,18,5,36,180
2528,1626,10,5,68,340
2529,1626,11,1,9,9
2530,1626,39,2,14,28
2531,1626,40,5,26,130
2532,1627,36,3,9,27
2533,1627,21,5,40,200
2534,1627,18,2,36,72
2535,1628,5,3,22,66
2536,1628,20,5,78,390
2537,1629,4,1,55,55
2538,1629,9,4,75,300
2539,1629,2,1,320,320
2540,1629,31,1,190,190
2541,1630,39,5,14,70
2542,1630,38,3,44,132
2543,1631,22,4,48,192
2544,1631,13,1,780,780
2545,1631,35,1,72,72
2546,1632,30,2,115,230
2547,1632,7,5,95,475
2548,1632,40,3,26,78
2549,1632,20,3,78,234
2550,1632,38,4,44,176
2551,1632,31,2,190,380
2552,1632,15,3,32,96
2553,1633,21,4,40,160
2554,1633,30,4,115,460
2555,1633,32,2,165,330
2556,1633,2,3,320,960
2557,1633,5,3,22,66
2558,1633,31,5,190,950
2559,1633,8,5,27,135
2560,1634,33,1,78,78
2561,1634,7,3,95,285
2562,1635,5,4,22,88
2563,1635,20,2,78,156
2564,1635,35,5,72,360
2565,1635,30,2,115,230
2566,1635,26,5,50,250
2567,1636,31,3,190,570
2568,1636,25,2,20,40
2569,1637,38,1,44,44
2570,1637,28,5,25,125
2571,1637,39,4,14,56
2572,1637,37,1,50,50
2573,1637,22,5,48,240
2574,1637,35,5,72,360
2575,1637,16,4,30,120
2576,1638,36,3,9,27
2577,1638,7,4,95,380
2578,1638,29,1,240,240
2579,1639,7,1,95,95
2580,1639,39,2,14,28
2581,1639,25,2,20,40
2582,1639,21,5,40,200
2583,1639,32,1,165,165
2584,1640,10,2,68,136
2585,1640,40,3,26,78
2586,1640,29,2,240,480
2587,1640,35,5,72,360
2588,1640,19,3,30,90
2589,1640,25,4,20,80
2590,1640,38,3,44,132
2591,1641,38,5,44,220
2592,1642,26,1,50,50
2593,1642,9,1,75,75
2594,1642,19,5,30,150
2595,1642,4,3,55,165
2596,1642,24,1,92,92
2597,1643,19,4,30,120
2598,1643,2,4,320,1280
2599,1643,16,5,30,150
2600,1643,28,2,25,50
2601,1643,26,2,50,100
2602,1643,21,4,40,160
2603,1643,25,2,20,40
2604,1644,36,4,9,36
2605,1644,25,2,20,40
2606,1645,9,2,75,150
2607,1645,1,4,260,1040
2608,1645,5,4,22,88
2609,1646,6,4,58,232
2610,1646,9,5,75,375
2611,1647,40,5,26,130
2612,1647,12,4,15,60
2613,1647,30,4,115,460
2614,1647,33,3,78,234
2615,1648,12,1,15,15
2616,1648,28,5,25,125
2617,1649,16,5,30,150
2618,1649,33,3,78,234
2619,1649,18,1,36,36
2620,1649,27,1,45,45
2621,1650,24,2,92,184
2622,1650,8,5,27,135
2623,1650,38,3,44,132
2624,1650,31,4,190,760
2625,1651,6,5,58,290
2626,1651,34,5,3,15
2627,1651,40,3,26,78
2628,1651,16,5,30,150
2629,1651,31,1,190,190
2630,1652,35,5,72,360
2631,1652,1,4,260,1040
2632,1652,31,5,190,950
2633,1653,22,5,48,240
2634,1653,27,3,45,135
2635,1653,23,5,18,90
2636,1653,19,3,30,90
2637,1653,37,1,50,50
2638,1653,11,4,9,36
2639,1654,11,3,9,27
2640,1654,37,4,50,200
2641,1654,4,1,55,55
2642,1654,19,2,30,60
2643,1654,40,5,26,130
2644,1655,18,2,36,72
2645,1656,18,5,36,180
2646,1656,17,2,42,84
2647,1656,1,4,260,1040
2648,1656,8,3,27,81
2649,1656,39,2,14,28
2650,1657,16,1,30,30
2651,1657,32,3,165,495
2652,1657,12,1,15,15
2653,1658,39,4,14,56
2654,1658,10,4,68,272
2655,1659,29,2,240,480
2656,1659,11,1,9,9
2657,1660,17,3,42,126
2658,1660,8,4,27,108
2659,1660,4,5,55,275
2660,1660,11,2,9,18
2661,1660,30,4,115,460
2662,1660,26,4,50,200
2663,1661,17,3,42,126
2664,1661,10,4,68,272
2665,1661,34,4,3,12
2666,1661,28,3,25,75
2667,1662,3,2,1550,3100
2668,1662,7,3,95,285
2669,1662,35,1,72,72
2670,1662,23,3,18,54
2671,1662,28,5,25,125
2672,1662,18,4,36,144
2673,1663,16,2,30,60
2674,1663,38,3,44,132
2675,1663,13,1,780,780
2676,1663,34,1,3,3
2677,1664,5,2,22,44
2678,1664,1,3,260,780
2679,1664,27,3,45,135
2680,1664,7,2,95,190
2681,1664,34,1,3,3
2682,1664,37,1,50,50
2683,1664,29,1,240,240
2684,1665,39,5,14,70
2685,1666,8,2,27,54
2686,1666,40,3,26,78
2687,1666,6,3,58,174
2688,1666,9,4,75,300
2689,1666,25,1,20,20
2690,1666,12,4,15,60
2691,1667,28,1,25,25
2692,1667,21,3,40,120
2693,1667,17,1,42,42
2694,1668,25,2,20,40
2695,1668,22,4,48,192
2696,1668,4,1,55,55
2697,1668,17,4,42,168
2698,1669,40,4,26,104
2699,1669,26,1,50,50
2700,1670,35,5,72,360
2701,1670,28,1,25,25
2702,1671,17,5,42,210
2703,1671,7,3,95,285
2704,1671,3,2,1550,3100
2705,1671,5,1,22,22
2706,1672,10,2,68,136
2707,1672,1,3,260,780
2708,1672,3,2,1550,3100
2709,1672,25,5,20,100
2710,1673,33,4,78,312
2711,1674,5,4,22,88
2712,1674,35,1,72,72
2713,1674,15,5,32,160
2714,1674,1,5,260,1300
2715,1675,22,1,48,48
2716,1675,20,3,78,234
2717,1675,26,5,50,250
2718,1676,22,2,48,96
2719,1676,6,3,58,174
2720,1676,30,4,115,460
2721,1676,19,1,30,30
2722,1676,13,2,780,1560
2723,1676,12,4,15,60
2724,1676,3,1,1550,1550
2725,1677,29,1,240,240
2726,1677,13,2,780,1560
2727,1677,9,4,75,300
2728,1677,3,1,1550,1550
2729,1677,39,5,14,70
2730,1677,2,3,320,960
2731,1678,35,1,72,72
2732,1678,29,2,240,480
2733,1678,2,1,320,320
2734,1678,3,2,1550,3100
2735,1679,14,4,40,160
2736,1680,35,4,72,288
2737,1680,10,1,68,68
2738,1680,38,4,44,176
2739,1680,15,5,32,160
2740,1680,5,1,22,22
2741,1680,3,1,1550,1550
2742,1681,9,5,75,375
2743,1681,1,2,260,520
2744,1681,12,5,15,75
2745,1681,4,1,55,55
2746,1681,20,1,78,78
2747,1681,7,1,95,95
2748,1682,39,4,14,56
2749,1682,40,3,26,78
2750,1682,15,4,32,128
2751,1682,5,3,22,66
2752,1683,37,2,50,100
2753,1684,14,3,40,120
2754,1684,3,1,1550,1550
2755,1684,38,1,44,44
2756,1685,27,5,45,225
2757,1685,11,2,9,18
2758,1686,16,5,30,150
2759,1686,38,4,44,176
2760,1686,3,1,1550,1550
2761,1686,9,1,75,75
2762,1687,6,4,58,232
2763,1687,1,4,260,1040
2764,1687,12,2,15,30
2765,1687,38,2,44,88
2766,1688,18,4,36,144
2767,1688,34,2,3,6
2768,1689,40,2,26,52
2769,1689,3,2,1550,3100
2770,1690,6,2,58,116
2771,1690,20,2,78,156
2772,1690,23,1,18,18
2773,1690,27,5,45,225
2774,1690,1,1,260,260
2775,1691,24,3,92,276
2776,1691,35,1,72,72
2777,1691,33,2,78,156
2778,1691,15,1,32,32
2779,1691,30,2,115,230
2780,1692,31,3,190,570
2781,1692,32,2,165,330
2782,1692,12,4,15,60
2783,1692,11,3,9,27
2784,1692,3,2,1550,3100
2785,1692,4,5,55,275
2786,1693,30,4,115,460
2787,1693,3,1,1550,1550
2788,1693,7,1,95,95
2789,1693,4,2,55,110
2790,1693,35,4,72,288
2791,1693,12,5,15,75
2792,1693,11,5,9,45
2793,1694,27,1,45,45
2794,1694,13,2,780,1560
2795,1694,21,2,40,80
2796,1695,27,4,45,180
2797,1695,13,1,780,780
2798,1695,25,4,20,80
2799,1695,15,2,32,64
2800,1695,5,2,22,44
2801,1695,31,5,190,950
2802,1696,12,2,15,30
2803,1696,25,3,20,60
2804,1696,24,3,92,276
2805,1696,9,2,75,150
2806,1697,9,3,75,225
2807,1697,3,1,1550,1550
2808,1697,37,1,50,50
2809,1698,30,2,115,230
2810,1698,40,5,26,130
2811,1698,27,2,45,90
2812,1698,11,5,9,45
2813,1698,22,5,48,240
2814,1698,15,2,32,64
2815,1698,19,1,30,30
2816,1699,34,4,3,12
2817,1699,32,3,165,495
2818,1699,14,1,40,40
2819,1699,38,4,44,176
2820,1700,16,1,30,30
2821,1700,40,4,26,104
2822,1700,21,1,40,40
2823,1700,28,1,25,25
2824,1700,15,4,32,128
2825,1700,10,5,68,340
2826,1701,28,4,25,100
2827,1702,7,5,95,475
2828,1702,29,1,240,240
2829,1702,32,4,165,660
2830,1702,16,2,30,60
2831,1703,23,1,18,18
2832,1703,19,1,30,30
2833,1704,20,1,78,78
2834,1704,11,4,9,36
2835,1704,30,4,115,460
2836,1704,37,2,50,100
2837,1705,26,5,50,250
2838,1705,12,1,15,15
2839,1705,24,3,92,276
2840,1705,30,4,115,460
2841,1705,1,3,260,780
2842,1705,5,5,22,110
2843,1705,25,5,20,100
2844,1706,14,3,40,120
2845,1706,6,1,58,58
2846,1706,40,1,26,26
2847,1706,22,4,48,192
2848,1706,4,3,55,165
2849,1707,24,5,92,460
2850,1707,12,2,15,30
2851,1707,36,2,9,18
2852,1708,16,5,30,150
2853,1708,35,2,72,144
2854,1708,8,2,27,54
2855,1709,23,3,18,54
2856,1709,18,1,36,36
2857,1709,33,1,78,78
2858,1710,23,5,18,90
2859,1710,29,1,240,240
2860,1710,32,4,165,660
2861,1711,35,4,72,288
2862,1711,40,1,26,26
2863,1711,19,1,30,30
2864,1711,29,2,240,480
2865,1711,24,2,92,184
2866,1711,5,3,22,66
2867,1712,7,3,95,285
2868,1713,10,2,68,136
2869,1714,14,3,40,120
2870,1714,34,4,3,12
2871,1714,2,4,320,1280
2872,1714,19,1,30,30
2873,1714,27,3,45,135
2874,1714,35,2,72,144
2875,1714,9,1,75,75
2876,1715,15,3,32,96
2877,1716,38,5,44,220
2878,1716,22,5,48,240
2879,1716,21,4,40,160
2880,1716,32,4,165,660
2881,1717,37,3,50,150
2882,1717,9,2,75,150
2883,1717,20,4,78,312
2884,1718,19,3,30,90
2885,1718,4,4,55,220
2886,1718,10,2,68,136
2887,1719,11,2,9,18
2888,1719,35,1,72,72
2889,1719,19,1,30,30
2890,1719,12,3,15,45
2891,1719,10,5,68,340
2892,1720,29,1,240,240
2893,1720,17,2,42,84
2894,1721,3,1,1550,1550
2895,1721,21,5,40,200
2896,1721,23,3,18,54
2897,1721,10,1,68,68
2898,1721,24,1,92,92
2899,1721,29,2,240,480
2900,1722,10,5,68,340
2901,1722,30,3,115,345
2902,1722,21,3,40,120
2903,1722,1,4,260,1040
2904,1723,37,1,50,50
2905,1723,10,4,68,272
2906,1723,29,1,240,240
2907,1724,36,1,9,9
2908,1724,8,4,27,108
2909,1725,15,5,32,160
2910,1725,29,1,240,240
2911,1725,23,5,18,90
2912,1725,6,5,58,290
2913,1725,21,2,40,80
2914,1726,18,4,36,144
2915,1726,13,1,780,780
2916,1726,2,4,320,1280
2917,1726,6,3,58,174
2918,1726,35,5,72,360
2919,1726,29,1,240,240
2920,1726,37,3,50,150
2921,1727,10,1,68,68
2922,1727,28,3,25,75
2923,1727,24,3,92,276
2924,1727,25,3,20,60
2925,1728,29,2,240,480
2926,1728,36,4,9,36
2927,1728,6,4,58,232
2928,1729,11,5,9,45
2929,1729,28,5,25,125
2930,1729,27,1,45,45
2931,1730,14,5,40,200
2932,1730,20,3,78,234
2933,1731,38,1,44,44
2934,1732,27,4,45,180
2935,1733,30,3,115,345
2936,1733,37,5,50,250
2937,1733,9,4,75,300
2938,1733,13,1,780,780
2939,1733,12,3,15,45
2940,1734,38,2,44,88
2941,1734,20,3,78,234
2942,1734,32,3,165,495
2943,1734,36,4,9,36
2944,1734,30,1,115,115
2945,1734,15,3,32,96
2946,1734,2,4,320,1280
2947,1735,32,1,165,165
2948,1735,16,3,30,90
2949,1736,5,5,22,110
2950,1736,39,4,14,56
2951,1736,24,3,92,276
2952,1736,38,4,44,176
2953,1737,8,5,27,135
2954,1737,24,1,92,92
2955,1737,33,2,78,156
2956,1737,37,3,50,150
2957,1737,2,4,320,1280
2958,1737,17,2,42,84
2959,1738,11,4,9,36
2960,1738,4,3,55,165
2961,1738,18,1,36,36
2962,1739,19,2,30,60
2963,1739,34,2,3,6
2964,1739,5,1,22,22
2965,1740,11,1,9,9
2966,1740,35,5,72,360
2967,1740,21,5,40,200
2968,1740,20,3,78,234
2969,1740,18,2,36,72
2970,1741,9,3,75,225
2971,1742,32,2,165,330
2972,1742,27,2,45,90
2973,1742,22,5,48,240
2974,1742,11,5,9,45
2975,1742,7,5,95,475
2976,1742,14,5,40,200
2977,1742,10,5,68,340
2978,1743,8,4,27,108
2979,1743,27,3,45,135
2980,1743,30,3,115,345
2981,1743,5,3,22,66
2982,1743,40,2,26,52
2983,1743,9,4,75,300
2984,1744,34,2,3,6
2985,1744,22,2,48,96
2986,1744,12,2,15,30
2987,1744,20,2,78,156
2988,1744,2,3,320,960
2989,1745,14,4,40,160
2990,1745,9,1,75,75
2991,1746,2,4,320,1280
2992,1747,13,1,780,780
2993,1748,33,3,78,234
2994,1748,38,1,44,44
2995,1748,4,1,55,55
2996,1748,31,1,190,190
2997,1748,8,5,27,135
2998,1748,17,2,42,84
2999,1748,3,1,1550,1550
3000,1749,23,2,18,36
3001,1749,2,3,320,960
3002,1750,23,5,18,90
3003,1750,11,1,9,9
3004,1750,33,1,78,78
3005,1750,40,5,26,130
3006,1750,16,1,30,30
3007,1751,14,1,40,40
3008,1751,13,1,780,780
3009,1751,19,5,30,150
3010,1751,11,4,9,36
3011,1751,35,3,72,216
3012,1752,12,2,15,30
3013,1752,29,1,240,240
3014,1752,7,4,95,380
3015,1752,23,1,18,18
3016,1752,25,3,20,60
3017,1753,30,5,115,575
3018,1754,32,5,165,825
3019,1754,24,1,92,92
3020,1755,21,1,40,40
3021,1756,19,2,30,60
3022,1756,30,5,115,575
3023,1756,39,4,14,56
3024,1756,20,3,78,234
3025,1757,28,1,25,25
3026,1757,13,2,780,1560
3027,1757,5,4,22,88
3028,1757,31,5,190,950
3029,1757,24,1,92,92
3030,1757,12,1,15,15
3031,1757,1,2,260,520
3032,1758,26,3,50,150
3033,1758,38,2,44,88
3034,1758,7,3,95,285
3035,1758,11,2,9,18
3036,1759,26,5,50,250
3037,1759,8,5,27,135
3038,1759,15,3,32,96
3039,1759,28,4,25,100
3040,1759,32,3,165,495
3041,1760,39,2,14,28
3042,1760,26,4,50,200
3043,1760,32,1,165,165
3044,1760,33,1,78,78
3045,1761,32,1,165,165
3046,1761,15,1,32,32
3047,1761,9,1,75,75
3048,1762,2,2,320,640
3049,1762,12,3,15,45
3050,1762,25,5,20,100
3051,1762,39,5,14,70
3052,1763,5,4,22,88
3053,1764,30,3,115,345
3054,1764,13,1,780,780
3055,1764,19,1,30,30
3056,1764,32,4,165,660
3057,1764,37,1,50,50
3058,1764,33,4,78,312
3059,1764,17,4,42,168
3060,1765,25,4,20,80
3061,1765,29,2,240,480
3062,1765,30,2,115,230
3063,1765,3,2,1550,3100
3064,1765,37,4,50,200
3065,1765,12,4,15,60
3066,1765,20,1,78,78
3067,1766,32,5,165,825
3068,1766,36,2,9,18
3069,1766,35,5,72,360
3070,1766,37,1,50,50
3071,1766,31,4,190,760
3072,1767,32,3,165,495
3073,1767,38,3,44,132
3074,1767,25,3,20,60
3075,1768,2,1,320,320
3076,1769,24,1,92,92
3077,1769,23,3,18,54
3078,1770,7,1,95,95
3079,1770,28,2,25,50
3080,1770,23,2,18,36
3081,1770,27,2,45,90
3082,1771,20,2,78,156
3083,1771,38,1,44,44
3084,1771,6,5,58,290
3085,1771,5,3,22,66
3086,1771,40,1,26,26
3087,1771,8,4,27,108
3088,1772,28,5,25,125
3089,1772,37,1,50,50
3090,1772,33,3,78,234
3091,1772,27,4,45,180
3092,1772,18,5,36,180
3093,1772,2,4,320,1280
3094,1773,37,2,50,100
3095,1773,7,3,95,285
3096,1773,32,4,165,660
3097,1774,22,2,48,96
3098,1774,11,4,9,36
3099,1774,40,1,26,26
3100,1774,20,5,78,390
3101,1774,24,2,92,184
3102,1775,20,4,78,312
3103,1776,15,5,32,160
3104,1776,6,4,58,232
3105,1776,38,4,44,176
3106,1776,7,2,95,190
3107,1776,22,3,48,144
3108,1776,18,1,36,36
3109,1776,5,3,22,66
3110,1777,20,4,78,312
3111,1777,28,3,25,75
3112,1777,35,5,72,360
3113,1777,21,5,40,200
3114,1777,13,2,780,1560
3115,1778,36,4,9,36
3116,1778,12,3,15,45
3117,1778,2,5,320,1600
3118,1778,34,5,3,15
3119,1778,39,4,14,56
3120,1778,32,5,165,825
3121,1779,4,2,55,110
3122,1779,34,3,3,9
3123,1779,13,2,780,1560
3124,1779,24,4,92,368
3125,1779,30,3,115,345
3126,1779,10,1,68,68
3127,1780,14,2,40,80
3128,1780,27,4,45,180
3129,1780,18,2,36,72
3130,1780,19,1,30,30
3131,1780,11,2,9,18
3132,1780,17,2,42,84
3133,1781,16,4,30,120
3134,1782,36,3,9,27
3135,1782,28,2,25,50
3136,1782,3,1,1550,1550
3137,1782,13,2,780,1560
3138,1783,18,3,36,108
3139,1783,36,5,9,45
3140,1783,12,3,15,45
3141,1783,3,1,1550,1550
3142,1783,32,4,165,660
3143,1783,2,3,320,960
3144,1783,4,1,55,55
3145,1784,9,1,75,75
3146,1784,16,5,30,150
3147,1784,8,5,27,135
3148,1784,37,5,50,250
3149,1785,32,1,165,165
3150,1785,6,3,58,174
3151,1785,16,3,30,90
3152,1786,38,2,44,88
3153,1786,25,3,20,60
3154,1786,16,4,30,120
3155,1786,28,4,25,100
3156,1786,14,3,40,120
3157,1786,10,5,68,340
3158,1786,7,1,95,95
3159,1787,35,4,72,288
3160,1787,24,4,92,368
3161,1787,8,2,27,54
3162,1787,21,3,40,120
3163,1788,10,2,68,136
3164,1788,24,3,92,276
3165,1788,31,5,190,950
3166,1788,39,4,14,56
3167,1788,20,3,78,234
3168,1788,2,3,320,960
3169,1788,3,1,1550,1550
3170,1789,16,3,30,90
3171,1789,29,1,240,240
3172,1789,25,2,20,40
3173,1789,1,3,260,780
3174,1789,26,2,50,100
3175,1790,21,4,40,160
3176,1790,27,3,45,135
3177,1790,3,2,1550,3100
3178,1790,18,1,36,36
3179,1790,6,2,58,116
3180,1790,32,3,165,495
3181,1791,5,4,22,88
3182,1791,23,1,18,18
3183,1791,27,1,45,45
3184,1791,39,2,14,28
3185,1791,36,4,9,36
3186,1792,9,2,75,150
3187,1792,1,2,260,520
3188,1792,26,5,50,250
3189,1792,13,1,780,780
3190,1792,20,5,78,390
3191,1792,21,4,40,160
3192,1792,6,3,58,174
3193,1793,31,3,190,570
3194,1793,9,3,75,225
3195,1793,17,2,42,84
3196,1793,12,1,15,15
3197,1794,24,2,92,184
3198,1794,12,1,15,15
3199,1794,26,1,50,50
3200,1794,25,5,20,100
3201,1795,40,1,26,26
3202,1795,15,4,32,128
3203,1795,6,5,58,290
3204,1795,30,4,115,460
3205,1795,13,2,780,1560
3206,1795,17,2,42,84
3207,1796,24,5,92,460
3208,1797,1,4,260,1040
3209,1798,30,4,115,460
3210,1798,32,4,165,660
3211,1798,8,2,27,54
3212,1798,15,4,32,128
3213,1798,14,2,40,80
3214,1798,13,1,780,780
3215,1798,18,3,36,108
3216,1799,13,2,780,1560
3217,1799,27,2,45,90
3218,1799,12,5,15,75
3219,1799,39,4,14,56
3220,1799,10,2,68,136
3221,1799,2,3,320,960
3222,1800,30,4,115,460
3223,1800,6,2,58,116
3224,1800,1,4,260,1040
3225,1800,31,4,190,760
3226,1800,9,5,75,375
3227,1801,5,1,22,22
3228,1801,7,3,95,285
3229,1801,36,2,9,18
3230,1802,23,5,18,90
3231,1802,39,5,14,70
3232,1802,3,2,1550,3100
3233,1802,1,3,260,780
3234,1803,24,2,92,184
3235,1803,9,3,75,225
3236,1803,36,2,9,18
3237,1803,3,2,1550,3100
3238,1804,30,5,115,575
3239,1804,9,4,75,300
3240,1804,6,2,58,116
3241,1805,8,4,27,108
3242,1805,21,3,40,120
3243,1805,3,2,1550,3100
3244,1806,19,4,30,120
3245,1806,17,2,42,84
3246,1806,40,3,26,78
3247,1806,34,4,3,12
3248,1807,10,2,68,136
3249,1807,36,1,9,9
3250,1807,29,2,240,480
3251,1807,4,3,55,165
3252,1807,13,1,780,780
3253,1807,40,4,26,104
3254,1807,37,4,50,200
3255,1808,32,4,165,660
3256,1809,36,1,9,9
3257,1809,32,2,165,330
3258,1809,30,1,115,115
3259,1810,6,2,58,116
3260,1810,14,5,40,200
3261,1810,19,3,30,90
3262,1811,38,4,44,176
3263,1811,14,1,40,40
3264,1811,1,2,260,520
3265,1811,34,4,3,12
3266,1811,37,1,50,50
3267,1812,2,3,320,960
3268,1812,19,5,30,150
3269,1812,8,1,27,27
3270,1813,21,5,40,200
3271,1813,10,1,68,68
3272,1813,2,3,320,960
3273,1813,6,1,58,58
3274,1813,30,5,115,575
3275,1813,31,4,190,760
3276,1813,36,3,9,27
3277,1814,37,1,50,50
3278,1814,9,5,75,375
3279,1814,14,5,40,200
3280,1814,4,4,55,220
3281,1814,19,1,30,30
3282,1814,21,4,40,160
3283,1815,12,1,15,15
3284,1815,16,2,30,60
3285,1815,26,2,50,100
3286,1816,26,4,50,200
3287,1816,19,4,30,120
3288,1816,10,3,68,204
3289,1816,8,5,27,135
3290,1817,7,4,95,380
3291,1817,24,4,92,368
3292,1817,33,4,78,312
3293,1818,18,4,36,144
3294,1818,37,3,50,150
3295,1818,39,5,14,70
3296,1818,28,2,25,50
3297,1819,28,4,25,100
3298,1819,6,2,58,116
3299,1819,3,1,1550,1550
3300,1819,33,4,78,312
3301,1820,34,4,3,12
3302,1820,6,3,58,174
3303,1820,19,2,30,60
3304,1820,30,2,115,230
3305,1820,28,3,25,75
3306,1821,16,1,30,30
3307,1821,34,5,3,15
3308,1821,28,4,25,100
3309,1821,19,4,30,120
3310,1821,4,1,55,55
3311,1821,5,4,22,88
3312,1821,3,2,1550,3100
3313,1822,17,1,42,42
3314,1822,38,1,44,44
3315,1822,6,4,58,232
3316,1823,12,1,15,15
3317,1823,26,4,50,200
3318,1824,20,2,78,156
3319,1824,21,2,40,80
3320,1824,38,2,44,88
3321,1824,30,1,115,115
3322,1824,29,2,240,480
3323,1824,17,1,42,42
3324,1825,35,1,72,72
3325,1825,2,2,320,640
3326,1825,1,4,260,1040
3327,1825,26,4,50,200
3328,1826,39,3,14,42
3329,1826,32,4,165,660
3330,1826,20,3,78,234
3331,1826,40,1,26,26
3332,1827,9,1,75,75
3333,1827,1,1,260,260
3334,1828,13,1,780,780
3335,1828,2,1,320,320
3336,1828,14,3,40,120
3337,1828,31,4,190,760
3338,1828,10,2,68,136
3339,1828,16,4,30,120
3340,1829,2,4,320,1280
3341,1829,8,4,27,108
3342,1829,11,1,9,9
3343,1829,10,4,68,272
3344,1830,16,3,30,90
3345,1830,13,1,780,780
3346,1830,19,1,30,30
3347,1830,37,4,50,200
3348,1830,26,4,50,200
3349,1831,32,5,165,825
3350,1831,38,5,44,220
3351,1831,36,5,9,45
3352,1831,19,4,30,120
3353,1831,3,1,1550,1550
3354,1831,40,1,26,26
3355,1831,26,5,50,250
3356,1832,28,3,25,75
3357,1833,5,5,22,110
3358,1833,18,3,36,108
3359,1833,27,4,45,180
3360,1833,31,4,190,760
3361,1833,8,1,27,27
